Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Employment,Q4_Income,Q5_Pet_Type,Q5b_Ownership_Duration,Q6_Boarding_Frequency,Q7_Boarding_Reason,Q8_Kennel,Q8_Home_Sitter,Q8_App,Q8_Vet_Clinic,Q8_Family_Friends,Q8_Never_Used,Q9_Monthly_Pet_Spend_USD,Q10_Attachment_1,Q10_Attachment_2,Q10_Attachment_3,Q10_Attachment_4,Q10_Attachment_5,Q11_Urgency,Q12_Satisfaction_1,Q12_Satisfaction_2,Q12_Satisfaction_3,Q12_Satisfaction_4,Q13_Concern_Safety,Q13_Concern_Feeding,Q13_Concern_No_Updates,Q13_Concern_Caretaker_Exp,Q13_Concern_Hygiene,Q13_Concern_Pet_Emotion,Q13_Concern_Emergency,Q13_Concern_Trust,Q14_Budget_Live_Video,Q14_Budget_Verified_Profiles,Q14_Budget_Messaging,Q14_Budget_CCTV,Q14_Budget_Custom_Care,Q14_Budget_Health_Log,Q14_Budget_Emergency_Coord,Q14_Budget_Grooming,Q15_Care_Preference,Q16_Trust_1,Q16_Trust_2,Q16_Trust_3,Q16_Trust_4,Q17_Competitive_Awareness,Q18_Switching_Threshold,Q19_PSM_TooChеap_USD,Q19_PSM_GoodValue_USD,Q19_PSM_GettingExpensive_USD,Q19_PSM_TooExpensive_USD,Q20_Payment_Model,Q21_Attitude_1,Q21_Attitude_2,Q21_Attitude_3,Q22_Norm_1,Q22_Norm_2,Q22_Norm_3,Q23_Control_1,Q23_Control_2,Q23_Control_3,Q24_Adoption_Barrier,Q25_Adoption_Intent,Cluster_Label,Is_Outlier,Derived_Attachment_Index,Derived_Concern_Index,Derived_Trust_Index,Derived_TPB_Attitude_Score,Derived_TPB_Norm_Score,Derived_TPB_Control_Score,Derived_TPB_Composite,Derived_Satisfaction_Index,Derived_PSM_WTP_Midpoint
R0793,50-59,Female,Self-employed,Below USD 2000,Dog,4-7 years,Frequently (5-10/yr),Other,0,1,0,1,1,0,344,5,3,3,4,4,Maybe - possible,4,3,4,2,4,4,4,3,4,3,3,4,2,3,1,2,1,2,3,1,Home-based caretaker,4,5,4,3,Yes - aware and used,Marginally better,27,38,73,84,Pay-per-booking,4,4,4,3,2,4,4,3,4,Limited local availability,Yes,Convenience-Driven Casual Owner,No,3.8,3.62,4.0,4.0,3.0,3.67,3.56,3.25,55.5
R0794,40-49,Male,Self-employed,USD 20000+,Dog,7+ years,Occasionally (2-4/yr),Medical/family emergency,0,0,1,0,1,0,249,4,2,4,5,3,Yes - confirmed,5,4,5,3,3,3,4,3,3,3,4,3,4,2,1,0,7,0,1,0,Hybrid,3,4,3,4,Heard of but not used,Noticeably better,30,36,65,108,Monthly subscription,4,4,3,3,4,4,4,4,4,No significant barrier,Yes,Convenience-Driven Casual Owner,No,3.6,3.25,3.5,3.67,3.67,4.0,3.78,4.25,50.5
R0795,60 or above,Female,Self-employed,USD 20000+,Dog,7+ years,Very frequently (>10/yr),Work travel,1,1,0,0,1,0,144,4,5,4,4,5,Maybe - possible,3,1,3,3,4,3,5,4,4,5,5,4,2,0,1,4,7,0,1,0,Professional facility,3,4,3,5,Yes - aware and used,Noticeably better,44,53,79,87,Freemium,4,4,5,4,5,5,5,5,4,Inconsistent quality,Maybe,Anxious Premium Pet Parent,No,4.4,4.25,3.75,4.33,4.67,4.67,4.56,2.5,66.0
R0796,22-29,Non-binary,Part-time,USD 2000-4999,Other,< 1 year,Frequently (5-10/yr),Long working hours,1,1,1,0,0,0,187,4,3,4,4,3,Maybe - possible,5,2,3,5,4,4,3,5,4,4,3,4,4,4,0,1,4,0,1,1,Home-based caretaker,5,4,4,3,Yes - aware and used,Would not switch,20,40,59,71,Monthly subscription,4,5,5,4,4,2,4,5,3,Unknown caretaker trust,Yes,Convenience-Driven Casual Owner,No,3.6,3.88,4.0,4.67,3.33,4.0,4.0,3.75,49.5
R0797,22-29,Female,Full-time,USD 2000-4999,Dog,4-7 years,Very frequently (>10/yr),Personal holiday,0,0,0,0,1,0,385,4,5,5,4,4,No - no near-term need,1,2,1,3,5,5,5,4,4,4,5,4,2,3,4,1,0,0,0,5,Home-based caretaker,4,3,4,4,Heard of but not used,Marginally better,47,54,78,98,Annual membership,5,4,5,4,4,5,4,5,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.5,3.75,4.67,4.33,4.67,4.56,1.75,66.0
R0798,22-29,Female,Full-time,USD 5000-9999,Rabbit/small mammal,4-7 years,Rarely (≤1/yr),Personal holiday,0,0,1,0,1,0,198,4,4,4,4,2,Maybe - possible,4,4,5,3,3,4,3,4,3,3,3,3,1,6,1,1,2,1,3,0,Hybrid,4,4,3,3,Heard of but not used,Significantly better,13,21,39,80,Pay-per-booking,3,2,3,3,3,3,4,3,3,No significant barrier,Maybe,Budget-Sensitive Occasional User,No,3.6,3.25,3.5,2.67,3.0,3.33,3.0,4.0,30.0
R0799,50-59,Prefer not to say,Part-time,Prefer not to disclose,Reptile,7+ years,Frequently (5-10/yr),Other,0,1,0,0,1,0,327,4,3,3,4,3,Yes - confirmed,5,3,4,3,4,4,4,4,3,3,4,3,2,2,2,0,4,0,3,2,Professional facility,4,4,4,4,Not aware,Significantly better,24,31,45,95,Freemium,4,4,4,4,3,3,4,4,4,Unknown caretaker trust,Yes,Convenience-Driven Casual Owner,No,3.4,3.62,4.0,4.0,3.33,4.0,3.78,3.75,38.0
R0800,30-39,Female,Part-time,USD 10000-19999,Dog,4-7 years,Occasionally (2-4/yr),Long working hours,1,1,1,0,1,0,438,5,5,4,5,5,Maybe - possible,4,2,2,2,5,5,5,5,4,5,5,5,1,3,3,1,0,0,7,0,Home-based caretaker,4,4,3,3,Yes - aware and used,Noticeably better,53,69,96,126,Annual membership,5,5,4,4,5,4,5,4,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.8,4.88,3.5,4.67,4.33,4.67,4.56,2.5,82.5
R0801,50-59,Female,Self-employed,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Medical/family emergency,1,0,1,0,1,0,228,4,4,4,4,4,Maybe - possible,3,2,4,2,5,4,5,3,3,4,4,4,3,7,1,3,0,1,0,0,Home-based caretaker,5,4,4,4,Not aware,Significantly better,25,39,71,79,Pay-per-booking,5,4,4,5,4,4,4,5,5,No significant barrier,Yes,Busy Working Professional,No,4.0,4.0,4.25,4.33,4.33,4.67,4.44,2.75,55.0
R0802,40-49,Female,Full-time,USD 2000-4999,Dog,1-3 years,Occasionally (2-4/yr),Personal holiday,0,1,0,0,1,0,343,3,3,3,5,4,No - no near-term need,4,3,4,3,4,4,4,4,4,4,3,4,1,0,1,2,0,1,1,9,Hybrid,4,4,4,3,Heard of but not used,Marginally better,19,32,57,65,Pay-per-booking,4,3,4,4,4,4,4,3,4,No significant barrier,Yes,Convenience-Driven Casual Owner,No,3.6,3.88,3.75,3.67,4.0,3.67,3.78,3.5,44.5
R0803,40-49,Female,Retired,USD 10000-19999,Dog,< 1 year,Occasionally (2-4/yr),Long working hours,0,1,0,0,1,0,401,4,5,4,5,4,Maybe - possible,3,1,4,2,5,5,5,4,4,5,4,5,1,3,0,6,0,4,1,0,Professional facility,4,4,3,3,Not aware,Noticeably better,42,47,78,99,Pay-per-booking,4,5,5,3,4,4,4,4,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.4,4.62,3.5,4.67,3.67,4.0,4.11,2.5,62.5
R0804,30-39,Female,Self-employed,USD 2000-4999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,1,1,0,1,0,469,5,4,4,5,4,Maybe - possible,2,3,4,2,5,5,5,5,4,5,4,5,0,1,4,3,1,1,5,0,Home-based caretaker,5,4,3,4,Yes - aware and used,Noticeably better,36,52,84,98,Monthly subscription,5,5,4,4,5,5,5,4,5,No significant barrier,Yes,Anxious Premium Pet Parent,No,4.4,4.75,4.0,4.67,4.67,4.67,4.67,2.75,68.0
R0805,30-39,Male,Full-time,USD 5000-9999,Dog,4-7 years,Never,Work travel,0,0,0,0,1,1,0,2,1,2,1,1,No - no near-term need,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,15,0,0,0,Hybrid,5,5,5,5,Yes - aware and used,Noticeably better,1,3,8,12,Monthly subscription,5,5,5,5,5,5,5,5,5,No significant barrier,Yes,Outlier,Yes,1.4,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5
R0806,50-59,Male,Full-time,USD 5000-9999,Dog,4-7 years,Occasionally (2-4/yr),Long working hours,0,1,1,0,0,0,362,4,4,5,4,4,Yes - confirmed,3,4,2,3,4,4,4,5,4,4,4,4,1,1,8,2,1,0,1,1,No preference,4,4,4,4,Yes - aware and used,Noticeably better,33,52,85,129,Annual membership,4,4,4,5,5,4,5,5,4,Inconsistent quality,Yes,Busy Working Professional,No,4.2,4.12,4.0,4.0,4.67,4.67,4.44,3.0,68.5
R0807,30-39,Female,Part-time,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Medical/family emergency,1,1,1,0,0,0,424,5,4,5,5,5,No - no near-term need,3,3,2,2,4,5,5,4,5,5,4,5,1,5,1,1,1,1,4,1,Professional facility,5,4,4,4,Heard of but not used,Marginally better,60,70,99,107,Annual membership,4,5,5,4,4,4,5,4,5,Unknown caretaker trust,No,Anxious Premium Pet Parent,No,4.8,4.62,4.25,4.67,4.0,4.67,4.44,2.5,84.5
R0808,60 or above,Female,Full-time,USD 5000-9999,Cat,< 1 year,Never,Personal holiday,1,0,0,1,1,0,149,4,3,4,4,3,Yes - confirmed,3,3,3,4,4,3,4,3,3,3,3,4,0,2,2,0,5,4,1,1,No preference,3,3,3,3,Not aware,Not applicable,14,21,40,92,Pay-per-booking,3,4,4,3,3,4,2,3,4,Price too high,Yes,Budget-Sensitive Occasional User,No,3.6,3.38,3.0,3.67,3.33,3.0,3.33,3.25,30.5
R0809,30-39,Female,Part-time,USD 2000-4999,Dog,1-3 years,Very frequently (>10/yr),Long working hours,0,1,0,1,1,0,174,5,3,4,3,4,Yes - confirmed,3,3,3,2,4,4,4,4,3,4,3,5,2,5,1,1,1,3,2,0,Home-based caretaker,5,4,4,4,Yes - aware and used,Marginally better,35,46,65,95,Annual membership,4,4,4,4,5,5,5,5,4,Unknown caretaker trust,Yes,Busy Working Professional,No,3.8,3.88,4.25,4.0,4.67,4.67,4.44,2.75,55.5
R0810,22-29,Female,Full-time,USD 2000-4999,Cat,4-7 years,Very frequently (>10/yr),Work travel,0,0,0,0,0,0,392,4,4,3,4,5,Yes - confirmed,4,2,2,3,5,4,4,4,5,3,4,5,5,3,0,1,0,3,2,1,Professional facility,3,5,5,5,Yes - aware and used,Noticeably better,32,50,71,108,Monthly subscription,4,4,5,4,4,4,5,5,4,Unknown caretaker trust,Yes,Busy Working Professional,No,4.0,4.25,4.5,4.33,4.0,4.67,4.33,2.75,60.5
R0811,30-39,Prefer not to say,Part-time,USD 2000-4999,Bird,1-3 years,Occasionally (2-4/yr),Work travel,1,0,0,0,1,0,265,5,4,3,4,4,Maybe - possible,4,3,5,3,3,4,3,3,4,4,3,4,0,11,1,0,2,0,1,0,Hybrid,3,3,2,3,Not aware,Would not switch,20,35,67,75,Pay-per-booking,4,2,3,2,3,4,4,4,4,No significant barrier,Maybe,Trust-Sceptical Non-Adopter,No,4.0,3.5,2.75,3.0,3.0,4.0,3.33,3.75,51.0
R0812,30-39,Female,Full-time,USD 20000+,Dog,4-7 years,Very frequently (>10/yr),Personal holiday,0,1,0,0,0,0,385,4,5,3,5,5,Maybe - possible,3,2,4,2,4,4,5,5,4,4,4,5,0,2,0,4,8,0,1,0,Professional facility,4,4,4,5,Not aware,Marginally better,43,50,64,95,Monthly subscription,5,5,5,4,4,4,4,5,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.38,4.25,5.0,4.0,4.33,4.44,2.75,57.0
R0813,60 or above,Female,Student,USD 20000+,Rabbit/small mammal,1-3 years,Rarely (≤1/yr),Personal holiday,0,0,0,0,0,0,160,4,4,3,4,4,Maybe - possible,5,5,4,4,4,4,3,3,2,3,4,3,1,4,3,1,1,3,0,2,Hybrid,3,3,4,3,Heard of but not used,Would not switch,8,18,44,56,Freemium,3,4,4,3,3,3,3,3,3,Inconsistent quality,Maybe,Budget-Sensitive Occasional User,No,3.8,3.25,3.25,3.67,3.0,3.0,3.22,4.5,31.0
R0814,30-39,Female,Full-time,USD 20000+,Rabbit/small mammal,4-7 years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,0,0,309,5,5,4,4,5,Yes - confirmed,3,3,3,5,5,5,4,4,5,5,4,4,1,1,3,2,3,0,5,0,Hybrid,3,4,3,5,Heard of but not used,Noticeably better,34,51,68,99,Annual membership,5,5,4,4,4,5,4,4,4,Inconsistent quality,Yes,Anxious Premium Pet Parent,No,4.6,4.5,3.75,4.67,4.33,4.0,4.33,3.5,59.5
R0815,22-29,Male,Unemployed,Prefer not to disclose,Dog,< 1 year,Occasionally (2-4/yr),Personal holiday,0,1,0,1,0,0,414,3,3,3,4,3,Yes - confirmed,3,5,3,5,4,4,3,5,4,3,4,5,0,7,5,0,1,1,1,0,No preference,3,2,2,2,Heard of but not used,Significantly better,19,27,51,59,Pay-per-booking,3,3,3,3,3,3,2,3,3,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,3.2,4.0,2.25,3.0,3.0,2.67,2.89,4.0,39.0
R0816,22-29,Male,Full-time,USD 10000-19999,Reptile,7+ years,Never,Personal holiday,0,0,0,1,1,0,135,3,3,4,4,3,No - no near-term need,3,4,4,4,3,3,3,4,3,3,3,3,1,1,1,0,6,4,2,0,No preference,3,3,3,4,Heard of but not used,Not applicable,3,17,33,67,Pay-per-booking,3,3,4,3,3,3,4,4,3,Inconsistent quality,Yes,Budget-Sensitive Occasional User,No,3.4,3.12,3.25,3.33,3.0,3.67,3.33,3.75,25.0
R0817,30-39,Female,Full-time,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Personal holiday,1,1,1,1,0,0,224,4,3,4,3,3,No - no near-term need,3,3,3,3,4,3,3,3,4,4,3,5,1,5,3,3,1,0,1,1,Home-based caretaker,2,3,2,3,Yes - aware and used,Significantly better,8,23,49,61,Monthly subscription,2,2,3,2,3,3,3,3,3,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.4,3.62,2.5,2.33,2.67,3.0,2.67,3.0,36.0
R0818,50-59,Female,Retired,USD 2000-4999,Rabbit/small mammal,1-3 years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,1,0,98,4,4,4,3,3,Maybe - possible,3,3,4,4,3,4,3,4,2,3,4,3,0,5,0,0,1,1,1,7,Home-based caretaker,3,2,4,4,Not aware,Significantly better,5,15,29,55,Monthly subscription,4,4,4,3,3,3,3,3,4,Unknown caretaker trust,Yes,Budget-Sensitive Occasional User,No,3.6,3.25,3.25,4.0,3.0,3.33,3.44,3.5,22.0
R0819,22-29,Female,Self-employed,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Personal holiday,1,0,1,0,0,0,165,5,3,4,4,3,Maybe - possible,3,3,4,3,3,3,3,4,3,4,3,4,4,2,6,0,0,1,2,0,Professional facility,4,4,4,4,Heard of but not used,Significantly better,16,30,41,86,Monthly subscription,4,3,4,3,4,3,5,4,4,No significant barrier,No,Convenience-Driven Casual Owner,No,3.8,3.38,4.0,3.67,3.33,4.33,3.78,3.25,35.5
R0820,40-49,Female,Full-time,Below USD 2000,Dog,7+ years,Occasionally (2-4/yr),Long working hours,1,1,0,0,1,0,132,4,3,3,4,4,Maybe - possible,3,4,4,3,4,4,5,4,3,3,3,4,1,2,0,4,0,0,4,4,Home-based caretaker,3,3,3,2,Heard of but not used,Noticeably better,15,21,43,51,Pay-per-booking,3,3,3,3,3,3,2,4,3,No significant barrier,No,Budget-Sensitive Occasional User,No,3.6,3.75,2.75,3.0,3.0,3.0,3.0,3.5,32.0
R0821,Under 22,Female,Full-time,USD 20000+,Dog,1-3 years,Frequently (5-10/yr),Personal holiday,0,1,0,1,1,0,328,4,4,3,4,4,No - no near-term need,5,2,3,5,3,4,3,4,4,4,5,4,2,3,1,0,4,3,2,0,No preference,3,3,2,3,Heard of but not used,Noticeably better,11,29,39,106,Annual membership,2,3,3,3,3,4,3,3,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.8,3.88,2.75,2.67,3.33,3.0,3.0,3.75,34.0
R0822,30-39,Male,Full-time,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Medical/family emergency,0,1,0,0,1,0,274,4,4,4,5,4,No - no near-term need,4,3,3,2,5,3,5,4,3,4,4,4,1,1,0,1,1,1,10,0,Hybrid,4,5,5,4,Heard of but not used,Marginally better,36,43,64,118,Monthly subscription,4,5,5,4,4,4,4,4,4,Unknown caretaker trust,Maybe,Busy Working Professional,No,4.2,4.0,4.5,4.67,4.0,4.0,4.22,3.0,53.5
R0823,22-29,Female,Full-time,USD 5000-9999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,1,0,0,0,1,0,143,4,3,4,4,3,Maybe - possible,4,3,4,4,4,4,3,3,4,3,3,4,1,4,1,0,4,0,5,0,Professional facility,4,3,3,3,Yes - aware and used,Would not switch,24,34,58,66,Freemium,3,2,3,2,3,3,3,3,3,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.6,3.5,3.25,2.67,2.67,3.0,2.78,3.75,46.0
R0824,30-39,Male,Full-time,USD 20000+,Cat,4-7 years,Occasionally (2-4/yr),Work travel,0,0,0,0,1,0,328,4,2,4,3,3,Yes - confirmed,5,3,2,3,4,5,5,5,4,4,4,5,1,1,4,2,4,1,1,1,Home-based caretaker,3,4,4,3,Not aware,Would not switch,26,41,59,117,Annual membership,4,4,4,4,5,4,5,4,4,Unknown caretaker trust,Yes,Busy Working Professional,No,3.2,4.5,3.5,4.0,4.33,4.33,4.22,3.25,50.0
R0825,40-49,Male,Full-time,USD 10000-19999,Dog,7+ years,Very frequently (>10/yr),Personal holiday,0,0,1,0,1,0,359,5,3,4,4,4,Yes - confirmed,4,2,3,3,5,4,4,5,4,5,4,3,4,1,0,4,2,0,4,0,Professional facility,3,5,4,3,Yes - aware and used,Significantly better,44,50,66,112,Annual membership,3,4,5,4,5,4,5,5,5,Unknown caretaker trust,Yes,Busy Working Professional,No,4.0,4.25,3.75,4.0,4.33,5.0,4.44,3.0,58.0
R0826,30-39,Female,Full-time,USD 20000+,Cat,7+ years,Occasionally (2-4/yr),Medical/family emergency,1,1,0,0,0,0,462,4,5,5,5,5,Yes - confirmed,3,3,1,2,5,5,4,5,5,4,4,5,1,3,1,3,3,2,2,0,Home-based caretaker,4,3,4,4,Yes - aware and used,Significantly better,43,54,65,125,Monthly subscription,5,5,5,4,4,4,4,5,4,No significant barrier,Yes,Anxious Premium Pet Parent,No,4.8,4.62,3.75,5.0,4.0,4.33,4.44,2.25,59.5
R0827,40-49,Female,Student,USD 5000-9999,Bird,1-3 years,Rarely (≤1/yr),Personal holiday,1,1,0,0,1,0,221,4,3,3,3,3,Yes - confirmed,3,3,3,4,4,3,3,4,4,4,3,4,0,3,1,1,2,2,6,0,Professional facility,2,3,2,3,Yes - aware and used,Significantly better,19,35,46,72,Freemium,2,2,1,3,3,3,3,2,4,Inconsistent quality,Maybe,Trust-Sceptical Non-Adopter,No,3.2,3.62,2.5,1.67,3.0,3.0,2.56,3.25,40.5
R0828,30-39,Female,Unemployed,USD 10000-19999,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,1,0,0,1,1,0,66,4,2,3,3,3,Maybe - possible,4,5,3,4,3,3,3,4,3,3,3,3,0,4,6,0,3,0,2,0,Professional facility,2,3,3,3,Not aware,Significantly better,3,18,40,48,Pay-per-booking,3,2,3,2,3,3,3,3,4,Inconsistent quality,No,Budget-Sensitive Occasional User,No,3.0,3.12,2.75,2.67,2.67,3.33,2.89,4.0,29.0
R0829,22-29,Male,Full-time,USD 20000+,Bird,1-3 years,Occasionally (2-4/yr),Long working hours,0,0,0,1,0,0,456,4,5,5,5,5,No - no near-term need,3,1,2,3,5,5,5,5,5,4,5,5,3,2,3,3,2,0,2,0,Home-based caretaker,3,5,2,4,Yes - aware and used,Noticeably better,48,53,85,110,Monthly subscription,5,4,4,4,4,5,4,4,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.8,4.88,3.5,4.33,4.33,4.33,4.33,2.25,69.0
R0830,40-49,Female,Part-time,USD 20000+,Bird,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,1,0,1,0,349,5,3,4,4,4,Yes - confirmed,3,3,4,1,4,4,5,4,4,3,5,4,1,1,8,0,0,1,4,0,Professional facility,4,5,3,4,Yes - aware and used,Significantly better,40,50,66,124,Pay-per-booking,5,4,4,4,3,4,5,5,5,Unknown caretaker trust,No,Busy Working Professional,No,4.0,4.12,4.0,4.33,3.67,5.0,4.33,2.75,58.0
R0831,30-39,Male,Full-time,USD 5000-9999,Bird,7+ years,Rarely (≤1/yr),Personal holiday,1,0,0,0,0,0,133,3,3,3,4,3,Yes - confirmed,4,5,4,5,4,4,3,3,3,4,4,2,2,3,3,0,3,1,3,0,Professional facility,3,4,3,3,Yes - aware and used,Significantly better,13,21,54,89,Monthly subscription,3,3,3,3,3,3,3,2,4,Price too high,No,Budget-Sensitive Occasional User,No,3.2,3.38,3.25,3.0,3.0,3.0,3.0,4.5,37.5
R0832,22-29,Female,Full-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,1,0,1,0,0,415,5,4,4,4,5,Maybe - possible,3,2,2,2,5,4,4,4,5,5,5,5,2,2,4,2,3,1,1,0,Professional facility,4,4,3,3,Not aware,Would not switch,40,49,76,122,Monthly subscription,4,5,5,5,4,3,5,3,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.62,3.5,4.67,4.0,4.0,4.22,2.25,62.5
R0833,22-29,Male,Part-time,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,0,0,0,0,0,283,5,4,4,4,3,Maybe - possible,4,2,4,3,4,4,4,4,4,3,4,4,1,5,2,0,1,4,2,0,Home-based caretaker,5,5,5,3,Heard of but not used,Noticeably better,32,45,60,108,Monthly subscription,5,4,4,4,4,4,5,4,4,Data privacy concern,Yes,Busy Working Professional,No,4.0,3.88,4.5,4.33,4.0,4.33,4.22,3.25,52.5
R0834,22-29,Male,Full-time,USD 5000-9999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,1,0,0,1,1,0,389,4,4,4,4,4,Maybe - possible,3,3,3,2,5,4,4,5,4,4,5,4,1,7,3,1,1,1,1,0,Home-based caretaker,4,5,4,5,Heard of but not used,Noticeably better,38,45,67,75,Monthly subscription,5,4,5,4,5,5,5,5,4,Price too high,Yes,Busy Working Professional,No,4.0,4.38,4.5,4.67,4.67,4.67,4.67,2.75,56.0
R0835,30-39,Female,Part-time,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,1,0,0,0,0,0,155,4,4,3,3,4,Maybe - possible,3,3,3,3,4,4,4,3,3,4,4,4,1,1,9,0,2,2,0,0,Home-based caretaker,4,4,4,4,Heard of but not used,Significantly better,17,28,57,77,Monthly subscription,4,4,5,4,4,4,4,3,5,Price too high,No,Convenience-Driven Casual Owner,No,3.6,3.75,4.0,4.33,4.0,4.0,4.11,3.0,42.5
R0836,30-39,Male,Full-time,USD 5000-9999,Cat,4-7 years,Occasionally (2-4/yr),Work travel,1,0,0,1,0,0,267,4,4,4,5,5,Yes - confirmed,3,3,3,3,4,3,4,4,4,4,3,4,2,1,4,0,1,4,1,2,Home-based caretaker,5,5,4,4,Heard of but not used,Significantly better,32,45,69,82,Annual membership,5,5,5,5,5,4,4,5,5,Limited local availability,Yes,Busy Working Professional,No,4.4,3.75,4.5,5.0,4.67,4.67,4.78,3.0,57.0
R0837,30-39,Female,Full-time,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,1,1,0,1,0,283,5,5,5,5,5,Maybe - possible,2,3,3,2,4,5,4,5,5,5,5,5,7,2,1,1,1,0,3,0,Home-based caretaker,2,3,3,4,Not aware,Significantly better,44,53,68,116,Monthly subscription,4,4,5,5,4,5,5,4,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,5.0,4.75,3.0,4.33,4.67,4.67,4.56,2.5,60.5
R0838,30-39,Male,Full-time,USD 10000-19999,Cat,4-7 years,Occasionally (2-4/yr),Work travel,0,0,0,0,1,0,300,4,3,3,4,4,Maybe - possible,3,2,4,4,4,3,4,4,4,4,4,4,0,1,4,3,1,2,1,3,No preference,4,4,4,3,Yes - aware and used,Marginally better,27,41,63,89,Monthly subscription,4,4,4,4,4,3,4,3,5,Unknown caretaker trust,No,Convenience-Driven Casual Owner,No,3.6,3.88,3.75,4.0,3.67,4.0,3.89,3.25,52.0
R0839,30-39,Female,Part-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,1,0,0,1,0,488,4,4,5,5,5,Yes - confirmed,2,1,3,2,4,5,5,4,5,5,5,5,10,0,0,1,0,1,3,0,Home-based caretaker,5,4,3,3,Heard of but not used,Noticeably better,34,50,69,110,Freemium,4,5,5,4,4,4,5,4,4,No significant barrier,Yes,Anxious Premium Pet Parent,No,4.6,4.75,3.75,4.67,4.0,4.33,4.33,2.0,59.5
R0840,30-39,Female,Self-employed,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,1,0,296,4,3,4,3,3,Maybe - possible,3,4,4,3,4,3,4,4,4,3,3,5,0,2,5,3,0,2,2,1,Professional facility,5,3,4,4,Heard of but not used,Significantly better,29,39,73,88,Pay-per-booking,3,3,5,3,4,3,5,4,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.4,3.75,4.0,3.67,3.33,4.33,3.78,3.5,56.0
R0841,22-29,Female,Full-time,USD 5000-9999,Cat,7+ years,Very frequently (>10/yr),Personal holiday,0,1,0,0,1,0,293,5,4,4,5,3,Yes - confirmed,3,4,4,2,4,4,5,5,4,3,5,4,0,0,3,1,3,0,8,0,Home-based caretaker,5,4,5,4,Yes - aware and used,Marginally better,35,52,81,105,Freemium,4,4,4,4,4,4,5,5,5,Price too high,Yes,Busy Working Professional,No,4.2,4.25,4.5,4.0,4.0,5.0,4.33,3.25,66.5
R0842,22-29,Male,Part-time,USD 2000-4999,Dog,1-3 years,Occasionally (2-4/yr),Long working hours,1,1,1,1,1,0,271,4,4,3,5,3,Yes - confirmed,3,3,4,3,4,4,4,3,3,4,3,4,5,2,2,0,3,1,1,1,Home-based caretaker,4,3,3,3,Heard of but not used,Noticeably better,26,32,66,82,Pay-per-booking,4,4,3,4,4,3,4,4,4,Limited local availability,Yes,Convenience-Driven Casual Owner,No,3.8,3.62,3.25,3.67,3.67,4.0,3.78,3.25,49.0
R0843,30-39,Male,Self-employed,USD 10000-19999,Cat,7+ years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,1,0,167,4,2,4,4,4,Maybe - possible,4,3,3,4,5,3,3,2,4,3,3,5,1,5,4,0,4,0,1,0,Home-based caretaker,1,2,3,2,Heard of but not used,Noticeably better,11,25,52,60,Pay-per-booking,2,2,3,3,3,4,3,5,2,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.6,3.5,2.0,2.33,3.33,3.33,3.0,3.5,38.5
